,#,Rider,Country,Points,Avg Score,Prize $,Outs,Rides,Ride %
0,1,Josh Frost,,288,84.79,"$26,591",7,7,100%
1,2,Alex Cerqueira,,176,83.33,"$10,123",15,9,60%
2,3,João Ricardo Vieira,,165,84.38,"$10,209",14,8,57.14%
3,4,Alvaro Ariel,,161,85.08,"$12,990",18,6,33.33%
4,5,Cole Fischer,,140,85.83,"$16,333",3,3,100%
5,6,Ednélio Rodrigues,,120,85.00,"$5,877",6,4,66.67%
6,7,Cassio Dias,,113.50,85.90,"$7,216",13,5,38.46%
7,8,Taylor Allen,,109,86.50,"$6,320",3,2,66.67%
8,9,Dawson Branton,,106,81.08,"$8,980",12,6,50%
9,9,Elizmar Jeremias,,106,85.08,"$6,681",20,6,30%
10,11,Garrett Jones,,100,84.00,"$5,705",12,5,41.67%
11,12,Brennon Eldred,,99.50,86.50,"$6,154",2,2,100%
12,13,Jake Morinec,,82.50,85.67,"$7,790",4,3,75%
13,14,Wingson Henrique da Silva,,78.50,83.75,"$3,532",8,4,50%
14,15,Wyatt Rogers,,74.50,84.63,"$4,695",8,4,50%
15,16,Justin Houston,,73,87.00,"$8,339",2,1,50%
16,17,Colton Burkard,,71.50,84.00,"$4,248",5,3,60%
17,18,Rubens Barbosa,,70,85.00,"$10,000",6,3,50%
18,19,Elijah Mora,,69,84.38,"$4,099",10,4,40%
19,19,Cody Hooks,,69,81.00,"$3,433",5,2,40%
20,21,Cole Skender,,68.50,83.17,$689,10,6,60%
21,22,Guilherme Valleiras,,65.50,84.33,"$4,427",7,3,42.86%
22,23,Kade Madsen,,63,88.50,"$10,000",4,2,50%
23,24,J.T. Moore,,62,87.50,"$4,716",6,2,33.33%
24,25,Junio Quaresima,,61,83.00,"$1,333",9,4,44.44%
25,26,Deklan Garland,,60.50,86.50,"$4,071",3,2,66.67%
26,26,Kyle Jones,,60.50,87.25,"$5,700",4,2,50%
27,28,Braidy Randolph,,59,86.00,"$3,515",3,3,100%
28,28,JC Mortensen,,59,84.25,"$6,430",3,2,66.67%
29,28,Austin Richardson,,59,87.50,"$3,302",2,2,100%
30,31,Vitor Losnake,,58.50,86.17,"$3,630",9,3,33.33%
31,32,Dustin Martinez,,56,83.50,"$4,595",9,2,22.22%
32,33,Koal Livingston,,55,82.67,"$3,009",4,3,75%
33,33,Ray Mayo,,55,84.50,"$3,851",2,2,100%
34,35,Sandro Batista,,54,80.67,"$3,151",7,3,42.86%
35,35,Qynn Andersen,,54,83.17,"$3,293",9,3,33.33%
36,37,Jate Frost,,53.50,85.00,"$3,641",10,2,20%
37,38,Braden Richardson,,53,83.50,"$4,913",5,1,20%
38,39,Evan Betony,,47,80.00,"$4,440",2,2,100%
39,40,Sawyer Hill,,46,88.50,"$4,372",5,1,20%
40,40,Leandro Machado,,46,84.00,"$4,324",3,1,33.33%
41,42,Kade Alberty,,45,87.00,"$2,733",2,1,50%
42,42,Brandon Chambers,,45,86.25,"$4,088",2,2,100%
43,44,Dalton Rudman,,44,88.00,"$2,533",4,1,25%
44,44,Rooster McKeeman,,44,83.25,"$2,887",3,2,66.67%
45,46,Chason Brookshire,,41.50,84.50,$931,2,2,100%
46,47,Marco Juarez,,41,79.75,"$4,107",3,2,66.67%
47,48,Leonardo Lima,,40,79.75,"$5,351",12,2,16.67%
48,49,Weston Hartman,,39.50,87.00,"$3,295",9,1,11.11%
49,50,Mike Lee,,38,84.50,"$1,149",10,3,30%
50,50,Afonso Quintino,,38,83.50,$832,11,3,27.27%
51,52,Dakota Eagleburger,,37,82.50,$155,7,3,42.86%
52,53,Chase Dougherty,,36.50,83.50,"$1,931",8,2,25%
53,54,Lucas Divino,,36,87.00,"$2,593",2,1,50%
54,54,Kyle Eaton,,36,87.50,"$2,649",5,1,20%
55,56,Colton Dougherty,,35.50,79.50,"$4,180",5,2,40%
56,57,Marshall Adkins,,35,81.83,$952,7,3,42.86%
57,58,Hunter Ball,,34.50,85.50,$998,5,2,40%
58,59,Adriano Salgado,,34,85.50,"$2,167",2,2,100%
59,60,Mason Moody,,33,87.00,"$2,740",5,1,20%
60,60,Marcelo Procopio Pereira,,33,87.50,"$3,202",5,1,20%
61,60,Nathan Hatchel,,33,86.00,"$3,968",3,1,33.33%
62,63,Casey Coulter,,32,84.50,"$2,474",2,2,100%
63,64,João Augusto Cezere,,31,82.50,"$1,101",10,2,20%
64,65,Keith Hall,,28,83.75,"$1,344",12,2,16.67%
65,65,Wyatt Covington,,28,78.00,"$1,933",3,1,33.33%
66,67,Davi Henrique de Lima,,26,89.50,"$2,087",14,1,7.14%
67,67,Douglas Lino de Souza,,26,88.00,"$1,626",9,1,11.11%
68,67,Trevor Taghon,,26,86.00,"$1,955",4,1,25%
69,67,Jake Roddy,,26,88.50,"$1,545",2,1,50%
70,71,Tyler Manor,,25,78.50,"$2,302",4,2,50%
71,72,João Henrique Lucas,,24.50,82.50,$552,4,2,50%
72,73,Jaxton Mortensen,,23,83.50,"$2,388",8,1,12.50%
73,73,Hunter Kelly,,23,83.50,"$2,076",5,1,20%
74,73,Trent Nugent,,23,85.50,"$2,784",3,1,33.33%
75,76,Ednei Caminhas,,22,87.00,"$2,032",4,1,25%
76,77,Dakota Hill,,21.50,86.00,"$1,676",2,1,50%
77,78,Trace Brown,,20,86.50,"$1,370",11,1,9.09%
78,78,Patterson Starcher,,20,87.50,"$1,836",2,1,50%
79,78,Felipe Ruberti Pessoa,,20,84.00,$0,6,2,33.33%
80,78,Levi Gray,,20,86.00,"$1,308",3,1,33.33%
81,78,Marcus Mast,,20,86.50,"$1,370",3,1,33.33%
82,78,Flavio Zivieri,,20,86.50,"$1,381",3,1,33.33%
83,78,Emilio Resende,,20,86.50,"$1,381",2,1,50%
84,85,Vitor de Mello,,19,85.50,$944,7,1,14.29%
85,86,Bill Henry,,18,73.75,$768,4,2,50%
86,86,Conner Halverson,,18,79.00,"$1,728",4,1,25%
87,86,Dawson Gleaves,,18,84.50,"$1,275",2,1,50%
88,89,Renan Almeida,,17,82.00,$720,6,1,16.67%
89,89,Dakota Slade,,17,83.00,$851,3,1,33.33%
90,89,Bryan Green,,17,83.00,"$1,138",3,1,33.33%
91,92,JaCauy Hale,,16.50,82.00,"$1,185",2,1,50%
92,93,Albert Lebaron,,16,82.00,$659,4,1,25%
93,93,Dantey Eldridge,,16,84.00,$721,3,1,33.33%
94,95,Dustin Herman,,15,84.00,$752,10,1,10%
95,95,Laramie Craigen,,15,82.00,$552,5,1,20%
96,95,Jeffrey Ramagos,,15,82.00,$552,5,1,20%
97,95,Kaiden Loud,,15,83.00,$576,2,1,50%
98,99,Bobby Welch III,,14,84.00,$354,8,1,12.50%
99,99,Jaquez Antonio,,14,79.50,$644,8,1,12.50%
100,99,Dugan Black,,14,80.00,$514,5,1,20%
101,99,Brandon Ballard,,14,84.00,$525,2,1,50%
102,99,Alex Koberstein,,14,79.50,$644,7,1,14.29%
103,99,Hayden Harris,,14,86.00,$511,2,1,50%
104,105,Robson Aragão,,13,84.00,$357,4,1,25%
105,105,Alonson Esquivias Alcala,,13,84.50,$279,4,1,25%
106,107,Lane Nobles,,12,84.50,$262,2,1,50%
107,108,Ayden Dale,,11.50,83.50,$221,1,1,100%
108,109,Boogie Marquez,,11,83.00,$175,3,1,33.33%
109,109,Rodrigo Melgar,,11,81.50,$176,3,1,33.33%
110,109,Zack Heimann,,11,82.50,$151,3,1,33.33%
111,109,Wyatt Betony,,11,79.00,$386,2,1,50%
112,109,Alan de Souza,,11,83.00,$175,2,1,50%
113,114,Thiago Salgado,,10.50,84.00,$88,1,1,100%
114,115,Jesse Petri,,10,82.50,$0,2,1,50%
115,116,Perry Schrock,,8,81.00,$0,6,1,16.67%
116,117,Boudreaux Campbell,,7,77.00,$0,2,1,50%
117,117,Case Patterson,,7,78.50,$0,2,1,50%
118,119,Edgardo Figueroa,,6,79.00,$335,5,1,20%
119,120,Elijah Monnett,,3,63.00,$257,6,1,16.67%
120,120,Jhonny Klesse,,3,76.50,$177,3,1,33.33%
121,122,Eli Vastbinder,,0,0.00,$0,1,0,0%
122,122,Manoelito de Souza Junior,,0,0.00,$0,3,0,0%
123,122,Griffin Smeltzer,,0,0.00,$0,4,0,0%
124,122,Briggs Madsen,,0,0.00,$0,3,0,0%
125,122,Rafael Jose de Brito,,0,0.00,$0,2,0,0%
126,122,Dalton Krantz,,0,0.00,$0,2,0,0%
127,122,William Wright,,0,0.00,$0,1,0,0%
128,122,Alisson De Souza,,0,0.00,$0,5,0,0%
129,122,Robbie Taylor Jr.,,0,0.00,$0,2,0,0%
130,122,Aaron Williams,,0,80.50,$0,3,1,33.33%
131,122,Caleb McCaslin,,0,0.00,$0,1,0,0%
132,122,Eli Necochea,,0,72.00,$0,1,1,100%
133,122,Claudio Montanha Jr.,,0,0.00,$0,3,0,0%
134,122,Joseph Vazquez,,0,0.00,$0,3,0,0%
135,122,River Stephenson,,0,0.00,$0,2,0,0%
136,122,Nate Hoey,,0,0.00,$0,1,0,0%
137,122,Anthony Hopen,,0,0.00,$0,10,0,0%
138,122,Blaine Logg,,0,0.00,$0,5,0,0%
139,122,Carlos Gomes Junior,,0,0.00,$0,5,0,0%
140,122,Oren Williams,,0,0.00,$0,5,0,0%
141,122,Jett Lambert,,0,0.00,$0,3,0,0%
142,122,Isaiah Ortiz,,0,0.00,$0,3,0,0%
143,122,Chance Thomas,,0,0.00,$0,5,0,0%
144,122,Wyatt Moulton,,0,0.00,$0,2,0,0%
145,122,Wyatt Austin,,0,0.00,$0,2,0,0%
146,122,Marco Diaz,,0,0.00,$0,3,0,0%
147,122,Dylan Wilhide,,0,0.00,$0,2,0,0%
148,122,Colby Gravier,,0,0.00,$0,3,0,0%
149,122,Gabriel Thiago Da Silva,,0,0.00,$0,5,0,0%
150,122,Hazen Casperson,,0,0.00,$0,3,0,0%
151,122,Alex Jenks,,0,0.00,$0,3,0,0%
152,122,Tyger Gonzalez Aceves,,0,0.00,$0,2,0,0%
153,122,Paulo Ferreira Lima,,0,0.00,$0,2,0,0%
154,122,Fernando da Conceicao,,0,0.00,$0,3,0,0%
155,122,Colt Robinson,,0,0.00,$0,3,0,0%
156,122,Dylan Howland,,0,0.00,$0,2,0,0%
157,122,Alecio Ferreira da Costa,,0,0.00,$0,2,0,0%
158,122,Dakota Warnken,,0,0.00,$0,2,0,0%
159,122,Justin Ethridge,,0,0.00,$0,1,0,0%
160,122,Cimarron Rucker,,0,0.00,$0,1,0,0%
161,122,Mauricio Gulla Moreira,,0,0.00,$0,1,0,0%
162,122,Travis Wimberley,,0,0.00,$0,1,0,0%
163,122,Cash Keeling,,0,0.00,$0,2,0,0%
164,122,Jacob Ramirez,,0,0.00,$0,1,0,0%
165,122,Jared Avina,,0,0.00,$0,1,0,0%
166,122,Cody Casper,,0,0.00,$0,2,0,0%
167,122,Justin Wilcken,,0,0.00,$0,1,0,0%
168,122,Andy Guzman,,0,0.00,$0,1,0,0%
169,122,Bub Steele,,0,0.00,$0,2,0,0%
170,122,Coy Havely,,0,0.00,$0,1,0,0%
171,122,Luis Tinoco,,0,0.00,$0,1,0,0%
172,122,Craig Joe,,0,0.00,$0,1,0,0%
173,122,Cole Hill,,0,0.00,$0,2,0,0%
174,122,Dayer Da Costa,,0,70.00,$0,4,1,25%
175,122,Paulo Souza,,0,0.00,$0,7,0,0%
176,122,Daniel Rogan,,0,0.00,$0,6,0,0%
177,122,Cole Brewer,,0,0.00,$0,9,0,0%
178,122,Justice Forsythe,,0,0.00,$0,6,0,0%
179,122,Marcelo De Souza Dias Junior,,0,0.00,$0,4,0,0%
180,122,Dimas Polanco,,0,0.00,$0,6,0,0%
181,122,Colby Anderson,,0,0.00,$0,4,0,0%
182,122,Trace Redd,,0,0.00,$0,5,0,0%
183,122,Noah Thompson,,0,0.00,$0,6,0,0%
184,122,Mason Ward,,0,0.00,$0,6,0,0%
185,122,Robson Guedes,,0,0.00,$0,5,0,0%
186,122,Lance Lara,,0,0.00,$0,4,0,0%
187,122,Ross Freeman,,0,0.00,$0,6,0,0%
188,122,Brylee Smith,,0,0.00,$0,4,0,0%
189,122,Francisco Garcia Torres,,0,0.00,$0,3,0,0%
190,122,Jarred Walker,,0,0.00,$0,4,0,0%
191,122,Bruno Jose Barros,,0,0.00,$0,3,0,0%
192,122,Raudel Rodriguez,,0,0.00,$0,4,0,0%
193,122,Felipe Nogueira,,0,0.00,$0,5,0,0%
194,122,Paulo Maciel Neto,,0,0.00,$0,3,0,0%
195,122,Trey Thomas,,0,0.00,$0,5,0,0%
196,122,Quinten Panarra,,0,0.00,$0,3,0,0%
197,122,Landen Jones,,0,0.00,$0,3,0,0%
198,122,Bennie Shetler,,0,0.00,$0,5,0,0%
199,122,Cody Kohout,,0,0.00,$0,3,0,0%
200,122,Kane Taylor,,0,0.00,$0,4,0,0%
201,122,Vinell Mariano,,0,0.00,$0,4,0,0%
202,122,Kase Hitt,,0,0.00,$0,3,0,0%
203,122,Gabe Jacques,,0,0.00,$0,2,0,0%
204,122,Cort McFadden,,0,0.00,$0,3,0,0%
205,122,Colton Schneiderman,,0,0.00,$0,3,0,0%
206,122,Landon Coulston,,0,0.00,$0,2,0,0%
207,122,Armando Rodriguez Tena,,0,0.00,$0,2,0,0%
208,122,Riley Shippy,,0,0.00,$0,2,0,0%
209,122,Gabriel Varela,,0,0.00,$0,3,0,0%
210,122,Kolt Forinash,,0,0.00,$0,4,0,0%
211,122,Dalton Davis,,0,0.00,$0,2,0,0%
212,122,Renato Melgar,,0,0.00,$0,3,0,0%
213,122,Caden Fitzpatrick,,0,0.00,$0,3,0,0%
214,122,Jeremiah Begaye,,0,0.00,$0,2,0,0%
215,122,Daniel Dealejandro,,0,0.00,$0,2,0,0%
216,122,Arnail Woodman,,0,0.00,$0,2,0,0%
217,122,Manuel Sandoval,,0,0.00,$0,3,0,0%
218,122,Collin Williams,,0,0.00,$0,2,0,0%
219,122,Jerrison Begay,,0,0.00,$0,2,0,0%
220,122,Blaine Wilson,,0,0.00,$0,3,0,0%
221,122,Bladimir Rodriguez,,0,0.00,$0,2,0,0%
222,122,Vagner Mendes Vasconcelos,,0,0.00,$0,2,0,0%
223,122,Dillon Whitesel,,0,0.00,$0,4,0,0%
224,122,Sage Vance,,0,0.00,$0,2,0,0%
225,122,Joao Pedro Butolo,,0,0.00,$0,4,0,0%
226,122,Chance Strong,,0,0.00,$0,2,0,0%
227,122,Wellington Ferreira,,0,0.00,$0,2,0,0%
228,122,Jace Catlin,,0,0.00,$0,2,0,0%
229,122,Jesse Tillman,,0,0.00,$0,2,0,0%
230,122,Brock Udy,,0,0.00,$0,2,0,0%
231,122,Ty Harrison,,0,0.00,$0,2,0,0%
232,122,Cody Rustin,,0,0.00,$0,4,0,0%
233,122,Jake Goodson,,0,0.00,$0,4,0,0%
234,122,Charlie Hayes,,0,0.00,$0,2,0,0%
235,122,Kendel Archie,,0,0.00,$0,2,0,0%
236,122,Nick Cutlip,,0,0.00,$0,5,0,0%
237,122,Spencer Lipsey,,0,0.00,$0,1,0,0%
238,122,Randy Fox,,0,0.00,$0,1,0,0%
239,122,Seth Prejeant,,0,0.00,$0,1,0,0%
240,122,Wayne Miller,,0,0.00,$0,1,0,0%
241,122,Scooter Rigo,,0,0.00,$0,2,0,0%
242,122,Guytin Tsosie,,0,0.00,$0,1,0,0%
243,122,Weston Davidson,,0,0.00,$0,1,0,0%
244,122,Ethan Farrington,,0,0.00,$0,1,0,0%
245,122,Amir Beardsley,,0,0.00,$0,1,0,0%
246,122,Damien Wood,,0,0.00,$0,1,0,0%
247,122,Brek Sanderson,,0,0.00,$0,1,0,0%
248,122,Marcel Autman,,0,0.00,$0,1,0,0%
249,122,Eric Herringer,,0,0.00,$0,1,0,0%
250,122,Isaiah Taylor,,0,0.00,$0,1,0,0%
251,122,Theo Williams,,0,0.00,$0,1,0,0%
252,122,Quantavous Swint,,0,0.00,$0,2,0,0%
253,122,Joe Robinson,,0,0.00,$0,2,0,0%
254,122,Ricky Ringer,,0,0.00,$0,2,0,0%
255,122,Tom Patrick,,0,0.00,$0,1,0,0%
256,122,Zebock Comer,,0,0.00,$0,2,0,0%
257,122,Alex Marcilio,,0,0.00,$0,1,0,0%
258,122,Eric Cordova,,0,0.00,$0,1,0,0%
259,122,Kevin Wickey,,0,0.00,$0,1,0,0%
260,122,Fisher Creason,,0,0.00,$0,1,0,0%
261,122,Cordell Smith,,0,0.00,$0,1,0,0%
262,122,Carlos Garcia,,0,0.00,$0,1,0,0%
263,122,Stetson Lewis,,0,0.00,$0,2,0,0%
264,122,Tyler Hessman,,0,0.00,$0,1,0,0%
265,122,Rider Unavailable,,0,0.00,$0,1,0,0%
266,122,Ueberson Duarte,,0,0.00,$0,2,0,0%
267,122,Dustin Ratchford,,0,0.00,$0,2,0,0%
268,122,Jesse Borland,,0,0.00,$0,1,0,0%
269,122,Junior Patrik Souza,,0,0.00,$0,1,0,0%
270,122,Ezekiel Mitchell,,0,0.00,$0,1,0,0%
271,122,Will Loomis,,0,0.00,$0,1,0,0%
272,122,Alvaro Alvarez Aguilar,,0,0.00,$0,1,0,0%
273,122,Andy Valdez,,0,0.00,$0,1,0,0%
274,122,Winston Lopez,,0,0.00,$0,1,0,0%
275,122,Jonny Perez,,0,0.00,$0,2,0,0%
276,122,Cullen Telfer,,0,0.00,$0,1,0,0%
277,122,Xavier Hunt,,0,0.00,$0,1,0,0%
278,122,Cody Wilson,,0,0.00,$0,1,0,0%
279,122,Grayson Cole,,0,0.00,$0,1,0,0%
280,122,Justin Willis,,0,0.00,$0,1,0,0%
281,122,Guthrie Long,,0,0.00,$0,1,0,0%
282,122,Lindomar Lino,,0,0.00,$0,1,0,0%
283,122,James Cole,,0,0.00,$0,1,0,0%
284,122,Ayslan Jeferson,,0,0.00,$0,3,0,0%
285,122,Myles Emmons,,0,0.00,$0,1,0,0%
286,122,Dustin Sanchez,,0,0.00,$0,2,0,0%
287,122,Brady Turgeon,,0,0.00,$0,1,0,0%
288,122,Mauricio Pares Pinto,,0,0.00,$0,1,0,0%
289,122,Vitor Crespo,,0,0.00,$0,1,0,0%
290,122,Anthony Smith Jr,,0,0.00,$0,1,0,0%
291,122,Brayden Kilcrease,,0,0.00,$0,2,0,0%
292,122,Marco Rizzo,,0,0.00,$0,3,0,0%
293,122,Derek Arellano,,0,0.00,$0,1,0,0%
294,122,Brandon Reynolds,,0,0.00,$0,2,0,0%
295,122,Trevor Clark,,0,0.00,$0,1,0,0%
296,122,Tyler Villarreal,,0,0.00,$0,1,0,0%
297,122,Tucker Shanklin,,0,0.00,$0,2,0,0%
298,122,Gus Justman,,0,0.00,$0,2,0,0%
299,122,Harrison Kalinka,,0,0.00,$0,2,0,0%
300,122,Nick Fowler,,0,0.00,$0,2,0,0%
301,122,Odey Tom,,0,0.00,$0,2,0,0%
302,122,Trevyn Armstrong,,0,0.00,$0,1,0,0%
303,122,Chad Hartman,,0,0.00,$0,2,0,0%
304,122,Josh Stepp,,0,0.00,$0,1,0,0%
305,122,Corey Dryden,,0,0.00,$0,1,0,0%
306,122,Sawyer Sibley,,0,0.00,$0,2,0,0%
307,122,Kaue Flora,,0,0.00,$0,2,0,0%
308,122,Troy McArthur,,0,0.00,$0,2,0,0%
309,122,Adam Love,,0,0.00,$0,2,0,0%
310,122,Micah Land,,0,0.00,$0,2,0,0%
311,122,Hunter McCarroll,,0,0.00,$0,2,0,0%
312,122,Mason Williamson,,0,0.00,$0,1,0,0%
313,122,Lane Edwards,,0,0.00,$0,1,0,0%
314,122,Seth Hatch,,0,0.00,$0,1,0,0%
315,122,Maverick Smith,,0,0.00,$0,2,0,0%
316,122,Andy Bohl,,0,0.00,$0,1,0,0%
317,122,Leandro Aparecido da Silva,,0,0.00,$0,2,0,0%
318,122,Coy Pollmeier,,0,0.00,$0,1,0,0%
319,122,Zebrian Huitron,,0,0.00,$0,2,0,0%
320,122,Jackson Ward,,0,0.00,$0,1,0,0%
321,122,Dylan Smith,,0,0.00,$0,1,0,0%
322,122,Enos Swartznetruber,,0,0.00,$0,1,0,0%
323,122,Tyler Kippes,,0,0.00,$0,1,0,0%
324,122,Eric Edelman,,0,0.00,$0,1,0,0%
325,122,Ibiyemi Ojo,,0,0.00,$0,1,0,0%
326,122,Wyatt Mandel,,0,0.00,$0,1,0,0%
327,122,Devan Mealing,,0,0.00,$0,2,0,0%
328,122,Braxton Essary,,0,0.00,$0,1,0,0%
329,122,Brett Gunderson,,0,0.00,$0,1,0,0%
330,122,Garrett Hoopes,,0,0.00,$0,1,0,0%
331,122,Bryce Williams,,0,0.00,$0,1,0,0%
332,122,Trevor West,,0,0.00,$0,1,0,0%
333,122,Daniel Rasmussen,,0,0.00,$0,1,0,0%
334,122,Alisson Henrique,,0,0.00,$0,1,0,0%
335,122,Blake Fenton,,0,0.00,$0,1,0,0%
336,122,Hudson Bolton,,0,0.00,$0,1,0,0%
337,122,TJ Gray,,0,0.00,$0,1,0,0%
338,122,Brock Poulin,,0,0.00,$0,1,0,0%
339,122,Colby Lewis,,0,0.00,$0,1,0,0%
340,122,Eli Miller,,0,0.00,$0,2,0,0%
341,122,Peter Deg,,0,0.00,$0,1,0,0%
342,122,Koby Jacobson,,0,0.00,$0,1,0,0%
343,122,Gene Ratliff,,0,0.00,$0,1,0,0%
344,122,Chauk Dees,,0,0.00,$0,2,0,0%
345,122,Bryson Denton,,0,0.00,$0,1,0,0%
346,122,Caelan Reynolds,,0,0.00,$0,1,0,0%
347,122,Cody Carpenter,,0,0.00,$0,1,0,0%
348,122,Jake Peterson,,0,0.00,$0,1,0,0%
349,122,Jalin Edmond,,0,0.00,$0,1,0,0%
350,122,Lante Swallow,,0,0.00,$0,2,0,0%
351,122,Kenneth Davis,,0,0.00,$0,2,0,0%
352,122,Austin Perkins,,0,0.00,$0,2,0,0%
353,122,Cody Hazelton,,0,0.00,$0,1,0,0%
354,122,Andy Sells,,0,0.00,$0,2,0,0%
355,122,Stefan Tonita,,0,0.00,$0,1,0,0%
356,122,Zachary Sutmiller,,0,0.00,$0,1,0,0%
